segment_id,osm_way_id
b8e4d7f6e6b39cce6f8b04675fe156a7b8271eba,536799259
2ce61d9cfdb966dfb92ee014bc51b8759418a63e,629868600
a7cf7277907f5f9f78ec5392d517cbc2e58d4159,25704969
96f6fdbed6005bf1cee5099fa5949703292c3946,568942543
42ea2bff244dc9c231289f7196bb8ac1f8e34515,631140719
0a17b0f7b80536ec534fde70b7a651c2a5198473,643901102
d78956784fbf3ab6ddeb24f4fa882db07f21ddcf,241394804
77254c15bd91b3d1e72f93bea33e5f3ec4309a76,288101204
562705fd289ddb163c25d35e49d6b9fd77dea4b5,25773228
054918671e90f0e90d32115a9da33a5d9eee5cf3,26791327
d1ca4c9df575993c2501d02462a61445b89ae59a,42011040
4477777d29d97fe958f6194b98bb33b798e9b442,288038919
8c75cfa6f4ef4365747a4e88bb2f7d9b9a6d7e28,631045181
f17055d956c342f05d16fcfe2fcd8637496916aa,25773066
7c0ee74ca530bd6c087001c71da4f20c9f3d5bbe,332539149
0323cdfe18f80bac284fd2a4930530ad8731f2e9,641585211
ad7df4490ac170fbdcd43a52f5ce68e6f48dafd0,76967068
63122b0e538673a94efa7d3f9d368ad0226787b1,279504432
3e21d82ee3db532da6420cf328aa31122a1de304,364315536
da4f5bbe5b51c0bea7c892b6fa20791daea76da2,194292591
1b38a1867a401a31e6d52ee6c21db74a4f2ec271,184369646
c04236ea8fa13d7bdd920d9bad44b46e83fa3b41,25786068
f8b0fe047e0127fc2a36c7a25cc48d12117adf34,86218019
31167ad37cbe264be0d07d7f6fbac9c6c9ef9393,240515375
9bd8d831cb372fc1cbc9d97ee88a60e9c8c94c4c,587531112
a4b552b19b980334ab54b2b8b66ecbd06e85d77a,616054371
f290bee7c26ab657975a385921fc86b0de43688e,120725392
b781a76dbb4b677d6eadde3bd46555a7a0123a13,641430954
79419db7c631cc3960882f4dd638d05254724a5d,26583498
5aedf0cc5c294dc8cc9c948c73eda797a021b9a4,204357403
0a34a2ef00942edca37fcabf7a1b32347d806ce2,239195031
8e30353c8d2c5814749778d552951a3421a764e2,267437359
fe62cc5fdda6fd7bb5d62ad92075cd1fb42cad92,494792415
0000059048f33982d4261d39b9d5f11f7be3cf71,627230934
58cf788db356e7c4085e92cb7bc9b34cac067c99,151714605
b04b2930135ea7a35889175597e664dfa1f1cf8b,380155746
cccf738f21ecb2f6ef4132c8a00f76d5c965ebb3,380169471
0a5d1559a460109fd20a8373cd4af9d872493fd8,385443427
01d322551db38bc2995caf60b70fd3ec38e3542b,551707366
e6828efa927ffea74d1c31d122eb23c770fb0fa6,121271259
094f02ea56efa4392b0445624cfd499e0d146f17,641711638
4f924419d7079e1fc1ba4aa70793fbe55fe78fde,642664546
ee7a5c95c0d1d6bd181af099334b1cb20a138dbb,198232551
722afba71a6ffaab2cc9a026a95eb943447de1f3,238044160
b12f870dcd11e082106c6c7c04fd60019e84fc07,466393888
df7b4a17c3cb9374e1b56179af0e262d30cd7e8b,385447014
bfaa6ef4914052414cafdb45b28adcf680c566e1,650999413
71b5e0ec7389127b9cccc2172d31bab91dfee8dd,175841818
52cabdbb6effb6e4592ed2d78a10da7ce24c28a5,494189292
a6556e264e1517f4ba91620208f78734652a1cb1,374430691
1afbab8f16976164c98b7f9ea24332b5e855d8fe,652042983
0104a77f68708be5a7baa3bd2ef57cd27db076b7,128617889
b8b8132c0141bde5127ded82f8447ade7c362254,277992853
ab5f13e387892c793f1f6632991fc9fab1bdd5c5,461581521
98d23a8450e0c02ae116c0346d2934582076a17e,392180912
13bc0eb8f468d2dc22796e7924ba728d96f8be49,105100732
227a5860f3381d20af152541aab3406de5e44a16,311725597
f8fef348acc3cb5ea41add95a3bad4a3407b2504,587501211
caf74273a69c2bed1b96e86e96feace855b1781e,468132268
f800b537523f8dc45cf476543d4618a658008086,87616937
dccad5452fc729a9bd8dc4a3d46f8b189a4e7998,641663939
a3d78ae96c4bb2c2db7e34d8048a8ca654e3b223,641586868
eefd1eb0260abf167512b574cbafe26c50589b00,316678313
94d9088dbf34054a0e59f0c1e5260fa2eb7e5ceb,478535764
8b2662428b2659388c94a9d7357aee9292bce5e9,555757085
c0ba82a4d4aa4c078cc2485619edfe32cca74b05,381774540
fd3573449103f71436f884d63d8764b639efbd67,162848163
cf50aaecb3049c8409d6ca76386e743cc06fbb8c,461870064
4ed5498904c42a7e188924882f35f37c7cbf875d,649553654
fa2bd5895aa3c803a418b6a13a31ad9ec3074048,643309115
578cf9f9feb77cc3b6bfcd45aa97e5551b091b41,344195670
9a8cd180c48b74e22e10b2efdca5713a65ae742e,389377637
e6a2678ec0ab43da1a05508025b79de214de1dda,184370038
45daebeeb6a34790ba70eafbe9630df641e18154,61888011
73901ef8fcd35cc27bb83d8860232e7695d0f497,61888011
7e1569bdb5a8ad8bfb9fdab360aea53747395f7b,87617991
8290ece86ac6994a82d7537983fd405b6f3dc0c3,381223580
d36b37e1079daba2d637b2f9e2d879c4f4ebef57,646865532
c5d070aedada45a7b6e8621b56fb64b2414ea907,26539794
ecddb78aa8c9e1428c4e919dbcf14f9f3c9d9a76,636402448
6b8aba3a605af300342b5ec545cf758137ab6bb3,639758182
a5aa2512e7da8eca390fe37be5a04b39cc498070,192744170
a4e35090a24be063930de27994d13ee677c38e59,184370011
171d06b1713e2ac0e90a39f5c65ff780f2c892bd,228686360
54b64552479d4ecca5ba4cf9fc2901170a3e83aa,367413895
1f2c28383b34097ac5534f74e586ee2e9c32839c,642943519
1965eac0b2cda2d41dc9e2261df53c763530cb72,643373582
fb3ee8180e7c063da350dd3caea57ef005daf46a,643905732
c8d70d553aa113a2e7080a5fc0dd9e6495007608,650737450
66f051392fd473197bf875773b281569ce2610d3,87640912
516da8f299c8b2ea402bb88d2aaf01aefdb675c8,557726296
91f28a42aaab1caed8f64d9e6af8513cf32504e4,8462702
4ea2e91f935ea43a59edb7fb5be237548db6c4fc,496143829
2de5880eb42a4eb0906f216872825e8199c702b6,380266011
020b1a2c8607bbcd57a63e766686b8ed792456bb,27908750
ead63e0735c66b82847cf4ced2d47ff3175e3414,112466145
c2c7c8e4162198ebfd412483ec9baa1dc107b903,641686894
fa33f3c1be3576234ea049568cfdd2cd38a60158,517058058
dcf673b4a1e6546e2dcfdf720cd83755ed92c652,372878138
924cd4232d8d1ab269d74ce562617ceb1bb03189,565844050
284427c76dfea3653d9e8a0b0648c10c42f18dbc,385450412
a9c5ca17772c504e2c7dfba5fee1f620520293be,392181494
1ce255b2e5b29511f72af0af995b338aff437a6f,348987676
0d5c7b34281c57636e53e2f4cb62977b06d7e8d4,637515176
6e446ec94e022147bb26e755a4f9d1346a8ad356,641599133
0a181b267e39b9cdcd6ff08e61af58ec1cae72a1,204249904
f601515f82a4e7c0bf99b70edc071bf38c6326b1,524758103
90447706f83de1485a841d55f4c66f034e3e5b43,48068498
fde97c1cbc90c26e933ffd02ec4ff3e68bf8cbb4,371717557
ae3dd0cbbe013c286b819b2c3bbda93be029a71f,641665175
ebfbd3f9832981942bfd3a4b75dca1e428b5f10c,24009451
b2ecdfa038f515693ed315aaa3d5a2dc4ebf5a9a,380166607
f2e6f7a5d16f39585a1f6558daaec2917f01d1f8,295364676
db46618a791a89d65ccd7943d136daaade7cfcbe,259332952
836d154111f248167e6d42351757eca9e0fe7f11,87270015
f172d2e2ad84374ee834e82bdcc6c90e67cdfa20,647513669
c8aa8c63b6efdd43ec57b589475771714438c133,385906891
5b9f94b4ee2c7fb4d7d0c24e78228b14e4063e96,494495295
979f106730341ec9c5988b5ec1914b5c276c6463,436347411
12efe11b5cf152c28d200c27277aaeb958e3ca21,466393928
610a577f4e2c3c87e5862f370c4428121b2bafdd,156346031
f2c8396155d2c0483e3cc909cf18cfd9ddc0f713,361360704
44832dcd3dbd16371a666e66f0ef0841fee9a196,95998138
d1c64db046c9b5f971de865c62d07b2a5725ac2c,287710523
a75c3c4671948c49014c171578ef23754db07279,241626057
b96785035d65c0dc2d83453a681fb19a7bd3acae,55368212
d0ad38566afd81d94a09766548f585fe07a538d9,87314363
e2e8fe61456f3a4631c053bf201767d3fbade688,126617188
e3ce806b055b4ebd23c8019b6584f708fa3ab997,184370066
93c81305a4aa7ea3201939afccac7de14e7650bf,367958699
5ef3ad95ca0cd2e770316cc8284fee4794038276,129884921
52d9bd9a614d14b8bf579e42d399d8d95de0462a,192748195
a03b88c330983a565051fb96debcc5578debd0fe,390276928
bf0ec44bcd88934e42abd4164016e157b15b8b01,87614112
5450c794b9a28625a34d2f54279e7123bdfdeaa8,411791141
bef3010d9809400b182c1cf1b2a3818331d09f80,333166753
cdeb037c31fe3ad2d9f662e55b56a82000f4d078,374598754
3788d49cec269dd32225ab734d5737aeb830bfeb,195954522
bb4002116d3f296335d11f1b802baa78f8a8fde6,380266855
c8c6d9b2f4623d3ac2800eb11a27d8f152c50be4,414387730
6800190dc7d1a1ca712e7e868b5190cd6a002db1,22804533
de4cb347b5f90ccd8939f3e6ffbb4f4c6202eda7,166137303
c2927dbb228a97d37d4add3bb0fe2473aeadd84e,188885453
d7075a38d8f9ca424b527e27fd437c35db5ce024,567085638
13f609a40fb4fd456fc5e7ade28c7616ff95d909,587323166
5c2b29617cc128dc3d584618b532cb2f4a12495b,206241402
a7b9a643aee82c4d88e3e64907b8b90f01d3ce7e,478535758
5e53fd0b61071fc040b9cd7e6a70e9b0dfff9740,380178770
1632c60fe2abfe41da3f48f4cf1d2f775af6ff41,587470847
7918fc15dac35b22263815b1b067dc997c8c4220,51543063
59c4a08e57b2c94440c6753ed2623d8423476043,87652550
6c2bad0310d6a7c7554e19673798b9ceae9962db,643381297
a44f47e4b32606426c3731f763409545a4d689e0,653535612
8ca7ea444c5b20278dea02b869e76237ce534415,22810586
de54707f24d6a42d8ced82595b8313d24884623e,195185195
0feb80af9d1e9ce8fffcb1d515fdcd37dfd9c9b0,76771101
ac47075fc6ab3aa9270ee3ebd2ad216d241ccf39,380157774
7cdd61539be9c7a702b39360fbf0fa865d4e02ed,638480319
c9d1586e319241a39e7ec3360521637be9a36ec2,183683762
f81bdc410fce0c454759dbfff83bad43a1e28c10,87652551
3c68761a773f6ab6a23e2af17f45e6d38183c8dd,128507872
265d64a40060d124a9cd51316090f10691b52e2c,193519757
cf909eaa88e3d4dc02b03cca94ffe24d296af5f2,641609254
2ca01bceaaa51a95fb7e7c861df13bfd5554f09a,87645046
f1a79b552c92724b37669774d9edbd812c99b9a5,436405031
5394d769bd0b22ac698da6e5840049d29bc943b3,478707367
24de93ac33a93befb9077897db208370f09db591,192748189
0a12f4e109099cb6d812abcf605b2a9f658a44ee,240066620
b55c87063a52846342dbf31450e59eb02baef310,33739057
7dc31d0a8c6a3bed1332849869a08fa9239330ac,652042978
2bd27ce32016c66c07e827dbee4b7f9a9abca5e7,98046176
9f5e174b13a7f098f600d4fdc84dad9c50ad6915,161597053
16576af90f8dbae0d1a4019082dd0624ef7e7d1b,51543065
09df2555a13ddb187c0abc0b60cf7aae12f3d904,25858033
6166b54fd796673e15b7725fd6d1a523f44deceb,184369642
834ee86c962e6ea816ebac18e22385c72fd511dd,231504732
b2f8924145c62e6bbe9233afbf462508e99425a4,642725952
a5dae418d3b7af8e663cc67bd2b9f29792f79e2f,380178585
b73b57df8a13a018f63ccba0b3a0adf10206ddf9,161929473
87591b610a691abcdc1d09480c918ffb3f80c584,24207095
23e2ff245e8f9a9c75f0f6a848a533b81aaa56d6,25889173
452ab32d607fe04b432a4966b09fcb1d5e62847e,375242571
536c93968bdb1b55f51173bd34721fc150ac47ac,25342254
6494083c022464e2c5629fa2d1298d2896be7016,579996968
eade42f5d2536001182145714d3b41a7e1846a62,100199229
4d8a8cf8627ad112ead1cf8b5c6f3f33b130d6a5,172898528
ca8b238e07bb73bb6d4929aa67c37fc0a20bfd20,466390062
1086b711729d345c63cafdd823e0674031f5bbc6,250027531
dff7523bfa23a0d927cd5a63452d74bf01e5f42c,437010039
b916a902c79c43e64b1b5f544ceaa568752ff7a6,468012546
7f4ff7c1511abbefc3e465269bfc5a064cf23a38,326968551
cfd71c7e7db3cc4fbfec0629f88cbac120a09a97,25064171
c61d8a92cad0e49418d1c2c462515d5fc8c7b0c9,128130345
c459d179e797996ea01e307ddfa0b2888b68c11b,372878127
d6affca43a0a2085f575f66d3cb84d6882b4fad0,650737352
a3c425b9dc57148d7ff7bde10cef47d7392978e8,642946933
4b7788a98ac149246c3e8dae1273047ac8c4d9b2,466393900
ef67483256a3629285a505f61a5dc113c701f2de,68577401
4d78f2de098693cf1b22f593655533cd82a076bd,144986186
0694d2a564d2f809802808045ecff2bf2c3becf4,97076358
8dfccee06a00df9ec982ceac99bfbb8ea85f83c5,478707270
391d3159f53838397c92dc05d919ba205ac8c6fe,241396755
1f44f04333db49875530fec11e0e553414ba3e41,478535927
210e503c5491e30c65e460f0908b1ce1f91df910,381004793
1e4f608d64138495b04616d7df4199aa2a381a87,463133573
6c0b62342b9cf0b33e3c9b2a7a29f1591eea2b67,184370130
325de1954240e7c6ef264a09ab4e25ba461ca054,375236909
237c3c730c6579aa6380b0229d0ca9bcd4adb7cd,642946943
ce095f4e6c5465608c822b154bfd2afd13f2bdab,239559103
58149f99fa1688d21762edea5343d0dbf4363a79,76771106
e9a0607341d4cc133e831b257fcbef6a7f622121,437483628
a7640743334aa273ee28ea754bc54bdca130c4fe,587904128
166627cf1dfe6d4093dd058c82b5baa9a9e4651c,462695417
bfc2a09943b1f9b9b0e385c4a859129360451cc2,478535754
80dc9e177083f91ed1dbd6b8aa7d9d2edd43c62d,478535754
9d13c28b4bac21efbf923e04e18505aff4182eb9,199469214
